node,neighbor,type
10.1002/cbdv.200800342,"Sao Miguel Arcanjo ,SP",doi_collectionSite
10.1016/S0031-9422(03)00153-5,"Manaus ,AM",doi_collectionSite
10.1016/j.cbi.2010.08.008,"Sao Miguel Arcanjo ,SP",doi_collectionSite
10.1016/j.phytochem.2005.06.019,"Mogi Guacu ,SP",doi_collectionSite
10.1016/j.phytochem.2006.06.004,"Araraquara ,SP",doi_collectionSite
10.1016/j.phytochem.2006.09.005,"Guaracai ,SP",doi_collectionSite
10.1016/j.phytochem.2007.08.012,"Ibate ,SP",doi_collectionSite
10.1016/j.phytochem.2008.01.006,"Jardinopolis ,SP",doi_collectionSite
10.1016/j.tiv.2008.01.003,"Ilicinea ,MG",doi_collectionSite
10.1021/np049863m,"Belem ,PB",doi_collectionSite
10.1021/np500453x,"Campinas ,SP",doi_collectionSite
10.1107/S160053680302107X,"Manaus ,AM",doi_collectionSite
10.1248/cpb.56.407,"Brasilandia Do Sul ,PR",doi_collectionSite
10.1590/S0100-40421998000600005,"Santarem ,PA",doi_collectionSite
10.1590/S0100-40422005000600011,"Mogi Guacu ,SP",doi_collectionSite
10.1590/S0100-40422008000400023,"Iguape ,SP",doi_collectionSite
10.1590/S0102-695X2008000200010,"Lavras ,MG",doi_collectionSite
10.1590/S0102-695X2009000100002,"Brasilandia De Minas ,MG",doi_collectionSite
10.1590/S0103-50532003000300007,"Pirai Do Norte ,BA",doi_collectionSite
10.1590/S0103-50532003000300007,"Brasilandia Do Sul ,PR",doi_collectionSite
10.1590/S0103-50532003000500012,"Brasil Novo ,PA",doi_collectionSite
10.1590/S0103-50532005000300018,"Espirito Santo ,RN",doi_collectionSite
10.1590/S0103-50532005000800008,"Belem ,PB",doi_collectionSite
10.1590/S0103-50532009000400008,"Campinas ,SP",doi_collectionSite
10.3390/molecules190812031,"Porto Amazonas ,PR",doi_collectionSite
10.5935/0100-4042.20140049,"Pirenopolis ,GO",doi_collectionSite
